Date,Open,High,Low,Close,Adj Close,Volume
2019-08-20,123.629997,123.779999,121.339996,121.419998,120.539581,3641600
2019-08-21,122.500000,123.059998,121.989998,122.500000,121.611755,2948300
2019-08-22,123.309998,123.709999,121.769997,122.269997,121.383415,2322100
2019-08-23,122.000000,122.050003,117.059998,117.760002,116.906128,4800400
2019-08-26,118.330002,118.940002,117.379997,118.529999,117.670540,3170600
2019-08-27,119.089996,119.339996,116.849998,117.750000,116.896202,3145800
2019-08-28,117.029999,119.309998,116.970001,119.089996,118.226479,2327400
2019-08-29,120.459999,121.199997,119.959999,120.739998,119.864517,1901300
2019-08-30,121.470001,121.660004,119.820000,120.370003,119.497200,2366200
2019-09-03,119.860001,120.279999,117.519997,117.599998,116.747284,3198700
2019-09-04,118.419998,118.730003,117.800003,118.400002,117.541481,3746900
2019-09-05,119.500000,121.629997,119.500000,120.669998,119.795029,5261100
2019-09-06,121.139999,121.190002,120.000000,120.190002,119.318512,4552400
2019-09-09,121.209999,121.410004,119.519997,119.919998,119.050461,5336000
2019-09-10,,119.610001,116.300003,117.309998,116.459389,6196100
2019-09-11,117.120003,118.099998,116.750000,,117.144379,3674400
2019-09-12,119.000000,120.430000,118.779999,119.019997,118.156990,3733500
2019-09-13,119.239998,119.970001,118.290001,,118.335678,3941100
2019-09-16,118.139999,118.440002,116.680000,117.639999,116.786995,4280600
2019-09-17,117.900002,119.129997,117.500000,119.050003,118.186775,3054700
2019-09-18,118.589996,118.800003,117.470001,118.739998,117.879013,2844500
2019-09-19,118.610001,119.519997,117.599998,117.790001,116.935905,1975800
2019-09-20,117.830002,118.239998,116.370003,116.800003,115.953094,5301500
2019-09-23,116.360001,118.419998,116.099998,118.239998,117.382645,5089400
2019-09-24,118.889999,120.199997,117.519997,118.169998,117.313148,5128400
2019-09-25,117.860001,119.440002,117.059998,119.120003,118.256264,2742900
2019-09-26,119.309998,120.029999,118.839996,118.910004,118.047791,3411200
2019-09-27,119.129997,119.620003,117.980003,118.589996,117.730103,2909200
2019-09-30,119.050003,119.239998,118.139999,118.279999,117.422356,2345800
2019-10-01,118.699997,119.500000,116.610001,116.699997,115.853806,2841300
2019-10-02,115.760002,115.809998,112.750000,112.860001,112.041649,4908800
2019-10-03,112.199997,112.959999,111.059998,112.550003,112.161247,3529300
2019-10-04,112.660004,114.529999,112.599998,114.410004,114.014824,2728200
2019-10-07,113.910004,114.650002,113.599998,113.650002,113.257446,2556000
2019-10-08,112.830002,113.650002,112.050003,112.540001,112.151276,3757300
2019-10-09,113.250000,114.769997,113.230003,113.919998,113.526512,2365600
2019-10-10,114.809998,115.790001,113.930000,115.019997,114.622704,2384300
2019-10-11,116.739998,117.570000,116.190002,116.400002,115.997948,2860400
2019-10-14,116.139999,117.000000,115.940002,116.389999,115.987976,1864400
2019-10-15,117.029999,118.190002,116.730003,117.589996,117.183830,2379700
2019-10-16,117.629997,117.989998,117.070000,117.410004,117.004456,2136700
2019-10-17,118.010002,119.330002,117.959999,119.099998,118.688614,3005500
2019-10-18,119.730003,119.980003,116.669998,116.760002,116.356705,6188500
2019-10-21,117.550003,119.379997,117.489998,119.050003,118.638794,4259500
2019-10-22,118.669998,119.349998,118.290001,118.610001,118.200310,3912100
2019-10-23,118.419998,119.230003,115.510002,116.489998,116.087631,3921100
2019-10-24,116.440002,116.900002,116.139999,116.410004,116.007912,2551300
2019-10-25,116.360001,118.510002,116.269997,118.260002,117.851524,2324800
2019-10-28,118.639999,119.300003,118.070000,118.580002,118.170418,2552700
2019-10-29,118.089996,118.830002,117.080002,117.419998,117.014420,2756300
2019-10-30,117.440002,118.169998,116.860001,118.070000,117.662178,2264200
2019-10-31,117.790001,118.209999,116.889999,117.279999,116.874901,2507400
2019-11-01,118.410004,119.449997,118.169998,119.139999,118.728477,2036500
2019-11-04,119.620003,120.500000,119.010002,119.620003,119.206825,1956400
2019-11-05,119.839996,119.959999,117.760002,118.769997,118.359756,2630000
2019-11-06,118.889999,119.720001,118.889999,119.690002,119.276581,2420700
2019-11-07,120.269997,122.430000,120.099998,121.279999,120.861084,2845000
2019-11-08,121.010002,121.809998,120.889999,121.470001,121.050430,1984600
2019-11-11,120.760002,121.809998,120.510002,120.900002,120.482399,1704100
2019-11-12,120.870003,121.230003,120.410004,120.889999,120.472435,2012400
2019-11-13,120.269997,120.970001,120.129997,120.260002,119.844612,1807900
2019-11-14,120.000000,120.980003,119.800003,120.930000,120.512299,1990600
2019-11-15,120.980003,121.330002,120.389999,120.760002,120.342888,2341500
2019-11-18,120.559998,120.849998,119.400002,119.660004,119.246689,2617900
2019-11-19,120.010002,120.449997,119.860001,120.000000,119.585510,1891000
2019-11-20,119.830002,120.230003,118.930000,119.300003,118.887932,2544100
2019-11-21,119.290001,119.470001,118.489998,118.800003,118.389656,2783800
2019-11-22,119.209999,119.290001,118.410004,119.059998,118.648750,1629700
2019-11-25,119.139999,120.599998,119.139999,120.599998,120.183434,2285400
2019-11-26,120.910004,121.040001,119.599998,119.790001,119.376236,4596200
2019-11-27,120.000000,120.360001,119.349998,120.330002,119.914368,2629700
2019-11-29,120.070000,120.889999,119.779999,120.120003,119.705101,1961500
2019-12-02,120.309998,120.360001,117.070000,117.260002,116.854973,5538200
2019-12-03,116.040001,116.750000,114.650002,116.570000,116.167358,3792300
2019-12-04,117.309998,118.540001,117.000000,117.940002,117.532631,2444100
2019-12-05,117.910004,118.430000,117.589996,118.279999,117.871452,3128300
2019-12-06,120.209999,121.440002,119.910004,120.610001,120.193405,3287600
2019-12-09,120.440002,121.529999,120.110001,120.459999,120.043922,2885200
2019-12-10,120.449997,121.470001,120.029999,120.900002,120.482399,2518200
2019-12-11,120.879997,121.379997,120.099998,120.639999,120.223297,2015300
2019-12-12,120.599998,123.070000,120.050003,122.639999,122.216393,2933800
2019-12-13,122.470001,124.989998,122.080002,124.720001,124.289207,3919000
2019-12-16,125.650002,126.330002,123.339996,123.680000,123.252800,3416100
2019-12-17,123.989998,125.400002,123.250000,124.949997,124.518410,4325200
2019-12-18,125.029999,125.070000,124.080002,124.260002,123.830795,3154200
2019-12-19,124.180000,124.900002,123.879997,124.830002,124.398827,2543600
2019-12-20,125.860001,126.279999,124.830002,125.769997,125.335579,5828700
2019-12-23,125.739998,125.739998,123.699997,124.489998,124.059998,3031400
2019-12-24,124.949997,125.330002,124.379997,124.739998,124.309135,953500
2019-12-26,124.980003,125.440002,124.529999,125.410004,124.976830,1486600
2019-12-27,125.839996,125.970001,125.110001,125.190002,124.757584,1788600
2019-12-30,125.199997,125.459999,124.180000,124.300003,123.870659,2306500
2019-12-31,124.290001,124.570000,123.779999,124.489998,124.059998,2340400
2020-01-02,124.660004,126.269997,124.230003,125.849998,125.849998,2708000
2020-01-03,124.320000,125.099998,123.940002,124.599998,124.599998,2090600
2020-01-06,123.370003,124.160004,123.120003,124.059998,124.059998,2855200
2020-01-07,123.470001,124.400002,123.360001,123.410004,123.410004,2042300
2020-01-08,124.050003,126.360001,123.800003,125.540001,125.540001,3458200
2020-01-09,126.489998,127.879997,126.389999,127.809998,127.809998,2787100
2020-01-10,127.580002,128.169998,126.919998,127.279999,127.279999,2789200
2020-01-13,127.839996,128.949997,127.629997,128.539993,128.539993,3285700
2020-01-14,128.619995,130.089996,128.339996,128.800003,128.800003,3836000
2020-01-15,128.690002,129.839996,128.449997,129.820007,129.820007,3187200
2020-01-16,130.500000,130.929993,129.710007,130.550003,130.550003,2424500
2020-01-17,131.449997,131.860001,130.789993,131.520004,131.520004,3659400
2020-01-21,131.110001,131.820007,130.389999,130.529999,130.529999,3102700
2020-01-22,130.929993,132.270004,130.929993,131.490005,131.490005,2483800
2020-01-23,131.259995,131.570007,130.139999,131.369995,131.369995,3841000
2020-01-24,136.360001,138.130005,133.850006,135.110001,135.110001,8612500
2020-01-27,131.149994,131.979996,128.869995,130.639999,130.639999,6432400
2020-01-28,132.000000,133.869995,131.139999,132.449997,132.449997,3712700
2020-01-29,132.479996,133.130005,131.440002,131.679993,131.679993,2518400
2020-01-30,130.750000,133.330002,130.440002,133.220001,133.220001,2428500
2020-01-31,132.169998,132.250000,129.380005,129.869995,129.869995,3522600
2020-02-03,,132.220001,130.449997,131.000000,131.000000,2721900
2020-02-04,132.880005,133.339996,131.720001,131.850006,,2547000
